OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
218,DP2025685858,DP2025685858231000,2310,0,theft-from-mails,larceny,"12/19/2025 1:00:00 PM","12/23/2025 6:12:00 PM","12/24/2025 1:12:00 AM","1100 BLK S PECOS ST",0,0,-105.005407,39.696044,4,422,ruby-hill,1,0,1,999999.999999,999999.999999
219,DP2025685274,DP2025685274230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/22/2025 7:00:00 PM",,"12/23/2025 4:50:00 PM","3861 W CUSTER PL",0,0,-105.037764,39.707281,4,412,westwood,1,0,1,999999.999999,999999.999999
220,DP20256019471,DP20256019471239900,2399,0,theft-other,larceny,"12/16/2025 9:05:00 PM","12/16/2025 2:05:00 PM","12/25/2025 9:10:00 PM","1800 BLK MARKET ST",0,0,-104.995328,39.751978,6,612,union-station,1,0,1,999999.999999,999999.999999
221,DP2025683958,DP2025683958299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"12/20/2025 5:30:00 AM","12/22/2025 10:30:00 AM","12/22/2025 9:44:00 PM","7030 N TOWER RD",0,0,-104.770116,39.824869,5,522,dia,1,0,1,999999.999999,999999.999999
222,DP2025683985,DP2025683985230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/20/2025 2:00:00 PM","12/22/2025 3:00:00 PM","12/22/2025 10:32:00 PM","6801 N TOWER RD",0,0,-104.773208,39.820595,5,522,dia,1,0,1,999999.999999,999999.999999
223,DP20256019342,DP20256019342230800,2308,0,theft-from-bldg,larceny,"12/1/2025 8:55:00 PM","12/1/2025 10:55:00 PM","12/20/2025 10:03:00 PM","4300 BLK W 43RD AVE",0,0,-105.043485,39.775352,1,111,berkeley,1,0,1,999999.999999,999999.999999
224,DP2025678114,DP2025678114260500,2605,0,theft-unauth-use-of-ftd,white-collar-crime,"12/19/2025 1:00:00 AM","12/19/2025 10:00:00 AM","12/19/2025 10:18:00 PM","270 S BROADWAY ST",0,0,-104.987193,39.711796,3,311,speer,1,0,1,999999.999999,999999.999999
225,DP2025684430,DP2025684430131300,1313,0,assault-simple,other-crimes-against-persons,"12/23/2025 2:43:00 AM",,"12/23/2025 3:46:00 AM","5100 BLK N LINCOLN ST",0,0,-104.986302,39.789697,1,112,globeville,1,0,1,999999.999999,999999.999999
226,DP2025686247,DP2025686247529900,5299,0,weapon-other-viol,all-other-crimes,"12/24/2025 2:00:00 AM",,"12/24/2025 5:59:00 AM","734 N HUMBOLDT ST",0,0,-104.969141,39.728014,3,311,country-club,1,0,1,999999.999999,999999.999999
227,DP2025679373,DP2025679373131300,1313,0,assault-simple,other-crimes-against-persons,"12/20/2025 5:25:00 AM",,"12/20/2025 5:25:00 AM","1510 N CLARKSON ST",0,0,-104.977182,39.740618,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
228,DP2025685462,DP2025685462230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/23/2025 12:00:00 AM","12/23/2025 11:30:00 AM","12/23/2025 6:51:00 PM","3900 N ELATI ST",0,0,-104.992281,39.771459,1,112,globeville,1,0,1,999999.999999,999999.999999
229,DP20255004109,DP20255004109361200,3612,0,sex-off-fail-to-register,all-other-crimes,"12/11/2025 11:00:00 PM",,"12/23/2025 3:51:00 PM","1331 N CHEROKEE ST",0,0,-104.992316,39.737154,6,611,civic-center,1,0,1,999999.999999,999999.999999
230,DP2025685118,DP2025685118230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/23/2025 6:30:00 AM","12/23/2025 5:30:00 AM","12/23/2025 3:37:00 PM","1590 E ASBURY AVE",0,0,-104.969051,39.680196,3,313,university,1,0,1,999999.999999,999999.999999
231,DP20256019386,DP20256019386230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/15/2025 10:00:00 PM","12/15/2025 9:00:00 PM","12/21/2025 8:27:00 PM","2229 BLAKE ST",0,0,-104.991680,39.756725,6,612,five-points,1,0,1,999999.999999,999999.999999
232,DP20256019351,DP20256019351239901,2399,1,theft-bicycle,larceny,"11/20/2025 10:35:00 PM","12/20/2025 3:35:00 PM","12/20/2025 10:54:00 PM","4552 S ULSTER ST",0,0,-104.899493,39.633168,3,324,hampden-south,1,0,1,999999.999999,999999.999999
233,DP2025685681,DP2025685681219900,2199,0,extortion,all-other-crimes,"12/22/2025 1:00:00 PM",,"12/23/2025 9:00:00 PM","96 S ZUNI ST",0,0,-105.015402,39.715352,4,411,valverde,1,0,1,999999.999999,999999.999999
234,DP2025683755,DP2025683755239900,2399,0,theft-other,larceny,"12/22/2025 7:29:00 PM",,"12/22/2025 8:28:00 PM","3100 BLK W 14TH AVE",0,0,-105.027326,39.738288,1,122,west-colfax,1,0,1,999999.999999,999999.999999
235,DP2025685432,DP2025685432230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"12/19/2025 6:32:00 PM","12/23/2025 10:00:00 AM","12/23/2025 6:02:00 PM","821 W 3RD AVE",0,0,-104.997928,39.721124,3,311,baker,1,0,1,999999.999999,999999.999999
236,DP20256019382,DP20256019382230300,2303,0,theft-shoplift,larceny,"12/21/2025 3:51:00 AM","12/20/2025 8:58:00 PM","12/21/2025 5:51:00 PM","2780 S COLORADO BLVD",0,0,-104.937657,39.666016,3,314,university-hills,1,0,1,999999.999999,999999.999999
237,DP2025684743,DP2025684743299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"12/23/2025 6:57:00 AM",,"12/23/2025 7:55:00 AM","5401 E WARREN AVE",0,0,-104.924173,39.676814,3,323,goldsmith,1,0,1,999999.999999,999999.999999
238,DP20256019318,DP20256019318230300,2303,0,theft-shoplift,larceny,"12/19/2025 1:55:00 AM","12/18/2025 7:13:00 PM","12/20/2025 7:19:00 PM","1416 PLATTE ST",0,0,-105.009555,39.755379,1,113,highland,1,0,1,999999.999999,999999.999999
239,DP2025686056,DP2025686056501600,5016,0,violation-of-restraining-order,all-other-crimes,"12/22/2025 6:30:00 PM",,"12/24/2025 1:17:00 AM","3000 BLK N QUITMAN ST",0,0,-105.040184,39.760611,1,113,west-highland,1,0,1,999999.999999,999999.999999
240,DP20256019309,DP20256019309239900,2399,0,theft-other,larceny,"12/20/2025 12:10:00 PM","12/20/2025 5:30:00 AM","12/20/2025 5:12:00 PM","3981 E EVANS AVE",0,0,-104.941334,39.678539,3,314,university-park,1,0,1,999999.999999,999999.999999
241,DP2025684874,DP2025684874240400,2404,0,theft-of-motor-vehicle,auto-theft,"12/23/2025 9:44:00 AM",,"12/23/2025 9:44:00 AM","1240 N SHERMAN ST",0,0,-104.984655,39.736020,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
242,DP20256019394,DP20256019394230800,2308,0,theft-from-bldg,larceny,"12/21/2025 5:03:00 AM","12/23/2025 10:20:00 AM","12/23/2025 5:41:00 PM","2300 BLK N BROADWAY ST",0,0,-104.987062,39.754929,6,621,five-points,1,0,1,999999.999999,999999.999999
243,DP2025685204,DP2025685204260500,2605,0,theft-unauth-use-of-ftd,white-collar-crime,"12/23/2025 6:55:00 PM",,"12/23/2025 6:55:00 PM","4201 N MADISON ST",0,0,-104.946670,39.775505,2,212,elyria-swansea,1,0,1,999999.999999,999999.999999
244,DP2025685777,DP2025685777230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/22/2025 11:00:00 PM","12/23/2025 2:00:00 PM","12/23/2025 9:52:00 PM","4568 N WINONA WOLFF ALY",0,0,-105.048125,39.779590,1,111,berkeley,1,0,1,999999.999999,999999.999999
245,DP2025685001,DP2025685001240400,2404,0,theft-of-motor-vehicle,auto-theft,"12/23/2025 1:00:00 PM",,"12/23/2025 1:05:00 PM","2797 WEWATTA WAY",0,0,-104.988799,39.763534,6,612,five-points,1,0,1,999999.999999,999999.999999
246,DP20256019389,DP20256019389230800,2308,0,theft-from-bldg,larceny,"12/19/2025 6:08:00 PM","12/21/2025 12:30:00 PM","12/21/2025 9:12:00 PM","2700 BLK W 13TH AVE",0,0,-105.021410,39.736653,1,122,sun-valley,1,0,1,999999.999999,999999.999999
247,DP2025685111,DP2025685111299900,2999,0,criminal-mischief-other,public-disorder,"12/19/2025 11:00:00 PM","12/23/2025 7:15:00 AM","12/23/2025 2:43:00 PM","4320 W ALASKA PL",0,0,-105.044230,39.708821,4,412,westwood,1,0,1,999999.999999,999999.999999
248,DP2025678209,DP2025678209269903,2699,3,theft-of-services,larceny,"12/19/2025 3:13:00 PM",,"12/19/2025 7:09:00 PM","3730 N QUEBEC ST",0,0,-104.901067,39.769185,5,512,central-park,1,0,1,999999.999999,999999.999999
249,DP20261491,DP20261491355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"1/1/2026 10:35:00 PM",,"1/1/2026 11:20:00 PM","W COLFAX AVE / N WOLFF ST",0,0,-105.048669,39.740357,1,121,west-colfax,1,0,1,999999.999999,999999.999999
250,DP20256019362,DP20256019362239901,2399,1,theft-bicycle,larceny,"12/20/2025 6:00:00 PM","12/20/2025 3:00:00 PM","12/21/2025 1:39:00 AM","7800 E SMITH RD",0,0,-104.897950,39.769688,5,512,central-park,1,0,1,999999.999999,999999.999999
251,DP2025686187,DP2025686187299900,2999,0,criminal-mischief-other,public-disorder,"12/24/2025 2:37:00 AM",,"12/24/2025 3:32:00 AM","1200 BLK S QUEBEC WAY",0,0,-104.902801,39.694673,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
252,DP2025685303,DP2025685303299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"12/20/2025 9:45:00 AM","12/20/2025 9:00:00 AM","12/23/2025 5:15:00 PM","6805 N ARGONNE ST",0,0,-104.770015,39.820888,5,522,dia,1,0,1,999999.999999,999999.999999
253,DP2025686102,DP2025686102359900,3599,0,drug-pcs-other-drug,drug-alcohol,"12/24/2025 1:35:00 AM",,"12/24/2025 6:54:00 AM","15555 E 40TH AVE",0,0,-104.806634,39.774569,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
254,DP20256019329,DP20256019329230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/22/2025 1:00:00 AM","12/22/2025 12:00:00 AM","12/23/2025 3:59:00 PM","500 BLK N HIGH ST",0,0,-104.964500,39.724962,3,311,country-club,1,0,1,999999.999999,999999.999999
255,DP2025684049,DP2025684049355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"12/22/2025 9:15:00 PM",,"12/23/2025 12:37:00 AM","1001 N BROADWAY ST",0,0,-104.988020,39.732328,6,611,civic-center,1,0,1,999999.999999,999999.999999
256,DP20256019300,DP20256019300239900,2399,0,theft-other,larceny,"12/20/2025 3:38:00 AM","12/19/2025 8:38:00 PM","12/20/2025 6:07:00 AM","2100 BLK N LOWELL BLVD",0,0,-105.034462,39.749138,1,121,sloan-lake,1,0,1,999999.999999,999999.999999
257,DP20256019346,DP20256019346239900,2399,0,theft-other,larceny,"12/23/2025 5:30:00 AM","12/23/2025 12:30:00 AM","12/23/2025 4:48:00 PM","2095 S BROADWAY ST",0,0,-104.987973,39.678910,3,313,overland,1,0,1,999999.999999,999999.999999
258,DP2025685502,DP2025685502355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"12/23/2025 5:37:00 PM",,"12/23/2025 7:22:00 PM","5001 W COLFAX AVE",0,0,-105.051277,39.740671,1,121,west-colfax,1,0,1,999999.999999,999999.999999
259,DP20256019393,DP20256019393239900,2399,0,theft-other,larceny,"12/23/2025 4:00:00 AM","12/23/2025 10:00:00 AM","12/23/2025 5:31:00 PM","6709 E LOWRY BLVD",0,0,-104.910696,39.716351,3,321,lowry-field,1,0,1,999999.999999,999999.999999
260,DP2025683445,DP2025683445220400,2204,0,burglary-residence-no-force,burglary,"12/22/2025 12:05:00 PM",,"12/22/2025 5:48:00 PM","2100 BLK W 32ND AVE",0,0,-105.012247,39.762130,1,113,highland,1,0,1,999999.999999,999999.999999
261,DP20256019381,DP20256019381230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/21/2025 5:00:00 AM","12/21/2025 7:07:00 AM","12/21/2025 6:03:00 PM","2900 BLK N HUDSON ST",0,0,-104.923756,39.759231,2,221,north-park-hill,1,0,1,999999.999999,999999.999999
262,DP20256019403,DP20256019403229900,2299,0,burglary-other,burglary,"8/21/2025 7:00:00 PM","12/23/2025 11:00:00 AM","12/23/2025 8:20:00 PM","357 S BANNOCK ST",0,0,-104.990154,39.710260,3,312,baker,1,0,1,999999.999999,999999.999999
263,DP20256019314,DP20256019314239900,2399,0,theft-other,larceny,"12/20/2025 11:00:00 AM","12/20/2025 4:30:00 AM","12/20/2025 5:55:00 PM","4526 N GROVE ST",0,0,-105.026699,39.778531,1,111,berkeley,1,0,1,999999.999999,999999.999999
264,DP2025688859,DP2025688859521301,5213,1,weapon-flourishing,all-other-crimes,"12/25/2025 11:46:00 PM",,"12/26/2025 1:57:00 AM","1700 BLK N VALENTIA ST",0,0,-104.891377,39.744917,2,223,east-colfax,1,0,1,999999.999999,999999.999999
265,DP2025678478,DP2025678478250100,2501,0,forgery-checks,white-collar-crime,"6/1/2025 3:00:00 PM","12/19/2025 8:00:00 AM","12/19/2025 11:11:00 PM","2 N ADAMS ST",0,0,-104.948271,39.716657,3,311,cherry-creek,1,0,1,999999.999999,999999.999999
266,DP20256019371,DP20256019371230800,2308,0,theft-from-bldg,larceny,"12/20/2025 6:08:00 PM","12/20/2025 12:29:00 PM","12/23/2025 5:21:00 PM","10400 BLK E 31ST AVE",0,0,-104.866700,39.761436,5,512,central-park,1,0,1,999999.999999,999999.999999
267,DP20256019356,DP20256019356230300,2303,0,theft-shoplift,larceny,"12/20/2025 10:57:00 PM","12/20/2025 4:03:00 PM","12/21/2025 12:27:00 AM","1505 S COLORADO BLVD",0,0,-104.942070,39.688678,3,312,cory-merrill,1,0,1,999999.999999,999999.999999
268,DP2025685287,DP2025685287240400,2404,0,theft-of-motor-vehicle,auto-theft,"12/23/2025 5:00:00 AM","12/23/2025 8:00:00 AM","12/23/2025 5:32:00 PM","5995 E ILIFF AVE",0,0,-104.919983,39.675747,3,323,goldsmith,1,0,1,999999.999999,999999.999999
270,DP20256019310,DP20256019310230800,2308,0,theft-from-bldg,larceny,"11/29/2025 1:00:00 AM","11/29/2025 8:00:00 AM","12/20/2025 4:01:00 PM","4000 BLK N TEJON ST",0,0,-105.010787,39.772069,1,111,sunnyside,1,0,1,999999.999999,999999.999999
271,DP20256019303,DP20256019303230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/20/2025 5:20:00 AM","12/20/2025 4:20:00 AM","12/20/2025 2:32:00 PM","5072 E CHERRY CREEK S DR",0,0,-104.929140,39.701244,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
272,DP2025685514,DP2025685514299900,2999,0,criminal-mischief-other,public-disorder,"12/23/2025 9:45:00 PM",,"12/23/2025 9:45:00 PM","6300 E HAMPDEN AVE",0,0,-104.916438,39.652128,3,324,hampden-south,1,0,1,999999.999999,999999.999999
273,DP2025685548,DP2025685548299900,2999,0,criminal-mischief-other,public-disorder,"12/20/2025 7:00:00 AM","12/23/2025 12:41:00 PM","12/23/2025 10:04:00 PM","172 S BROADWAY ST",0,0,-104.987353,39.713240,3,311,speer,1,0,1,999999.999999,999999.999999
274,DP20256019392,DP20256019392230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/23/2025 9:00:00 AM","12/23/2025 9:30:00 AM","12/23/2025 5:26:00 PM","1045 N SHERMAN ST",0,0,-104.985406,39.732990,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
275,DP2025685328,DP2025685328240400,2404,0,theft-of-motor-vehicle,auto-theft,"10/11/2025 3:00:00 PM","12/23/2025 10:00:00 AM","12/23/2025 6:13:00 PM","E 1ST AVE / N LINCOLN ST",0,0,-104.986238,39.718353,3,311,speer,1,0,1,999999.999999,999999.999999
276,DP2025685166,DP2025685166220400,2204,0,burglary-residence-no-force,burglary,"12/23/2025 12:00:00 PM","12/23/2025 6:00:00 AM","12/23/2025 4:42:00 PM","1770 N QUEBEC ST",0,0,-104.903121,39.745125,2,223,east-colfax,1,0,1,999999.999999,999999.999999
277,DP2025684712,DP2025684712355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"12/23/2025 6:32:00 AM",,"12/23/2025 8:29:00 AM","1000 BLOCK S FEDERAL BLVD",0,0,-105.024644,39.698512,4,412,athmar-park,1,0,1,999999.999999,999999.999999
278,DP2025685070,DP2025685070229900,2299,0,burglary-other,burglary,"12/23/2025 9:00:00 AM","12/23/2025 2:04:00 AM","12/23/2025 3:18:00 PM","3050 W 49TH AVE",0,0,-105.026660,39.785287,1,111,regis,1,0,1,999999.999999,999999.999999
279,DP2025685514,DP2025685514570700,5707,0,criminal-trespassing,all-other-crimes,"12/23/2025 9:45:00 PM",,"12/23/2025 9:45:00 PM","6300 E HAMPDEN AVE",0,0,-104.916438,39.652128,3,324,hampden-south,1,0,1,999999.999999,999999.999999
280,DP20256019409,DP20256019409239901,2399,1,theft-bicycle,larceny,"12/23/2025 10:50:00 PM","12/23/2025 3:50:00 PM","12/23/2025 10:59:00 PM","7575 E 29TH PL",0,0,-104.900213,39.759600,5,512,central-park,1,0,1,999999.999999,999999.999999
281,DP2025684780,DP2025684780299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"12/23/2025 7:41:00 AM",,"12/23/2025 7:41:00 AM","6910 N TOWER RD",0,0,-104.770694,39.822671,5,522,dia,1,0,1,999999.999999,999999.999999
282,DP20256019408,DP20256019408299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"12/22/2025 2:55:00 AM","12/21/2025 8:55:00 PM","12/23/2025 11:17:00 PM","3738 N JOLIET ST",0,0,-104.861018,39.769809,5,512,central-park,1,0,1,999999.999999,999999.999999
283,DP2025684528,DP2025684528131100,1311,0,agg-aslt-police-weapon,all-other-crimes,"12/23/2025 1:52:00 AM",,"12/23/2025 7:01:00 AM","490 W COLFAX AVE",0,0,-104.993574,39.739773,6,611,civic-center,1,0,1,999999.999999,999999.999999
284,DP2025684816,DP2025684816131300,1313,0,assault-simple,other-crimes-against-persons,"12/23/2025 8:23:00 AM",,"12/23/2025 10:06:00 AM","4900 BLK N YAMPA ST",0,0,-104.774368,39.786284,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
285,DP2025685721,DP2025685721230300,2303,0,theft-shoplift,larceny,"12/23/2025 8:50:00 PM","12/23/2025 1:57:00 PM","12/24/2025 1:01:00 AM","2810 E 1ST AVE",0,0,-104.955708,39.717529,3,311,cherry-creek,1,0,1,999999.999999,999999.999999
286,DP2025677260,DP2025677260240400,2404,0,theft-of-motor-vehicle,auto-theft,"12/16/2025 8:09:00 PM",,"12/16/2025 8:09:00 PM","W 40TH AVE / N ELATI ST",0,0,-104.993660,39.771725,1,112,globeville,1,0,1,999999.999999,999999.999999
287,DP2025684447,DP2025684447239900,2399,0,theft-other,larceny,"12/23/2025 2:54:00 AM",,"12/23/2025 7:20:00 AM","1600 S COLORADO BLVD",0,0,-104.940238,39.687151,3,322,virginia-village,1,0,1,999999.999999,999999.999999
288,DP2025574693,DP2025574693489900,4899,0,police-interference,all-other-crimes,"10/24/2025 2:15:00 PM",,"10/24/2025 2:16:00 PM","8950 BLOCK E 50TH DR",0,0,-104.884275,39.789866,5,511,central-park,1,0,1,999999.999999,999999.999999
289,DP2025683369,DP2025683369299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"12/22/2025 6:33:00 AM",,"12/22/2025 4:01:00 PM","1236 N HUDSON ST",0,0,-104.923042,39.735396,2,222,hale,1,0,1,999999.999999,999999.999999
290,DP2025685662,DP2025685662269904,2699,4,drug-fraud-to-obtain,drug-alcohol,"11/29/2025 3:00:00 AM",,"12/24/2025 3:01:00 AM","7311 E 29TH DR",0,0,-104.902524,39.759686,5,512,central-park,1,0,1,999999.999999,999999.999999
291,DP20256019385,DP20256019385230800,2308,0,theft-from-bldg,larceny,"12/21/2025 6:04:00 PM","12/21/2025 11:05:00 AM","12/21/2025 7:55:00 PM","9000 BLK E 61ST PL",0,0,-104.882789,39.807958,5,511,central-park,1,0,1,999999.999999,999999.999999
292,DP20256019348,DP20256019348239900,2399,0,theft-other,larceny,"12/19/2025 4:50:00 PM","12/19/2025 9:51:00 AM","12/20/2025 10:52:00 PM","2700 BLK S RALEIGH ST",0,0,-105.042110,39.667114,4,423,harvey-park-south,1,0,1,999999.999999,999999.999999
293,DP2025685325,DP2025685325250800,2508,0,forgery-posses-forge-device,white-collar-crime,"12/23/2025 5:37:00 PM",,"12/23/2025 8:17:00 PM","5001 W COLFAX AVE",0,0,-105.051277,39.740671,1,121,west-colfax,1,0,1,999999.999999,999999.999999
294,DP2025678434,DP2025678434299900,2999,0,criminal-mischief-other,public-disorder,"12/12/2025 10:40:00 PM","12/12/2025 4:00:00 PM","12/19/2025 9:25:00 PM","2800 BLK N DECATUR ST",0,0,-105.021911,39.758029,1,121,jefferson-park,1,0,1,999999.999999,999999.999999
295,DP202627587,DP202627587220500,2205,0,burglary-business-no-force,burglary,"1/15/2026 3:00:00 AM","1/15/2026 9:45:00 AM","1/15/2026 7:07:00 PM","258 N BROADWAY ST",0,0,-104.987303,39.720468,3,311,speer,1,0,1,999999.999999,999999.999999
296,DP2025685527,DP2025685527240400,2404,0,theft-of-motor-vehicle,auto-theft,"12/23/2025 7:23:00 PM",,"12/23/2025 7:30:00 PM","935 N GALAPAGO ST",0,0,-104.996782,39.731202,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
297,DP2025684730,DP2025684730531200,5312,0,disturbing-the-peace,public-disorder,"12/23/2025 7:09:00 AM",,"12/23/2025 7:09:00 AM","1314 N ELATI ST",0,0,-104.994001,39.737252,6,611,civic-center,1,0,1,999999.999999,999999.999999
298,DP2025686267,DP2025686267131500,1315,0,aggravated-assault,aggravated-assault,"12/24/2025 3:40:00 AM",,"12/24/2025 4:11:00 AM","E 14TH AVE / N PEARL ST",0,0,-104.979908,39.738426,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
299,DP20256019315,DP20256019315230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/19/2025 6:30:00 PM","12/20/2025 11:30:00 AM","12/20/2025 6:38:00 PM","655 N SANTA FE DR",0,0,-104.998798,39.726739,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
300,DP202626798,DP202626798739902,7399,2,public-order-crimes-other,all-other-crimes,"1/15/2026 6:04:00 AM",,"1/15/2026 12:23:00 PM","6110 N PANASONIC WAY",0,0,-104.781146,39.807820,5,522,dia,1,0,1,999999.999999,999999.999999
301,DP202627166,DP202627166299900,2999,0,criminal-mischief-other,public-disorder,"1/15/2026 8:13:00 AM","1/15/2026 1:16:00 AM","1/15/2026 2:21:00 PM","2600 BLK N IVANHOE ST",0,0,-104.921456,39.755594,2,222,north-park-hill,1,0,1,999999.999999,999999.999999
302,DP2025688208,DP2025688208299900,2999,0,criminal-mischief-other,public-disorder,"12/25/2025 10:07:00 AM",,"12/25/2025 10:07:00 AM","4231 W 32ND AVE",0,0,-105.042435,39.762253,1,113,west-highland,1,0,1,999999.999999,999999.999999
303,DP2025686344,DP2025686344480300,4803,0,police-false-information,all-other-crimes,"12/24/2025 4:43:00 AM",,"12/24/2025 4:43:00 AM","1700 BLK N GAYLORD ST",0,0,-104.960663,39.744016,6,622,city-park-west,1,0,1,999999.999999,999999.999999
304,DP2025684772,DP2025684772131500,1315,0,aggravated-assault,aggravated-assault,"12/23/2025 7:30:00 AM",,"12/23/2025 7:30:00 AM","W 29TH AVE / CHESTNUT PL",0,0,-104.998059,39.758443,6,612,five-points,1,0,1,999999.999999,999999.999999
305,DP2025686342,DP2025686342299900,2999,0,criminal-mischief-other,public-disorder,"12/24/2025 5:27:00 AM",,"12/24/2025 5:27:00 AM","5900 BLK N DUNKIRK ST",0,0,-104.762972,39.804046,5,522,dia,1,0,1,999999.999999,999999.999999
306,DP2025687195,DP2025687195359900,3599,0,drug-pcs-other-drug,drug-alcohol,"12/24/2025 9:38:00 PM",,"12/25/2025 12:29:00 AM","1149 S DAHLIA ST",0,0,-104.931984,39.695520,3,322,virginia-village,1,0,1,999999.999999,999999.999999
307,DP2025686549,DP2025686549250800,2508,0,forgery-posses-forge-device,white-collar-crime,"12/24/2025 8:16:00 AM",,"12/24/2025 10:37:00 AM","N ZENOBIA ST / W 13TH AVE",0,0,-105.052071,39.736757,1,122,west-colfax,1,0,1,999999.999999,999999.999999
308,DP2025686062,DP2025686062131300,1313,0,assault-simple,other-crimes-against-persons,"12/20/2025 2:00:00 AM",,"12/24/2025 6:46:00 AM","1000 CHOPPER CIR",0,0,-105.007511,39.748688,1,123,auraria,1,0,1,999999.999999,999999.999999
309,DP20256019423,DP20256019423230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"12/24/2025 1:00:00 AM","12/23/2025 6:00:00 PM","12/24/2025 2:06:00 AM","4770 N PEORIA ST",0,0,-104.845618,39.783873,5,521,montbello,1,0,1,999999.999999,999999.999999
310,DP20256019418,DP20256019418230800,2308,0,theft-from-bldg,larceny,"12/23/2025 12:30:00 AM","12/23/2025 5:55:00 PM","12/24/2025 1:28:00 AM","1000 BLK N CLARKSON ST",0,0,-104.977439,39.732760,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
311,DP2025687745,DP2025687745521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"12/25/2025 2:28:00 AM",,"12/25/2025 3:43:00 AM","630 S DAYTON ST",0,0,-104.871925,39.705095,3,321,windsor,1,0,1,999999.999999,999999.999999
312,DP2025686636,DP2025686636131300,1313,0,assault-simple,other-crimes-against-persons,"12/24/2025 10:23:00 AM",,"12/24/2025 11:59:00 AM","1155 N CHEROKEE ST",0,0,-104.991807,39.734799,6,611,civic-center,1,0,1,999999.999999,999999.999999
313,DP2025686870,DP2025686870239900,2399,0,theft-other,larceny,"12/23/2025 8:53:00 PM",,"12/24/2025 4:28:00 PM","7805 E 35TH AVE",0,0,-104.898033,39.766224,5,512,central-park,1,0,1,999999.999999,999999.999999
314,DP20256019443,DP20256019443230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/22/2025 6:35:00 PM","12/22/2025 11:35:00 AM","12/24/2025 6:43:00 PM","4811 S NIAGARA ST",0,0,-104.909217,39.626461,3,324,southmoor-park,1,0,1,999999.999999,999999.999999
315,DP2025687662,DP2025687662239900,2399,0,theft-other,larceny,"12/24/2025 9:00:00 PM","12/24/2025 3:00:00 PM","12/25/2025 12:50:00 AM","E 26TH AVE / N CLINTON ST",0,0,-104.877890,39.754743,5,521,central-park,1,0,1,999999.999999,999999.999999
316,DP2025686782,DP2025686782299902,2999,2,criminal-mischief-graffiti,public-disorder,"12/24/2025 2:27:00 PM",,"12/24/2025 2:27:00 PM","N SPEER BLVD / W 14TH AVE",0,0,-104.996897,39.738458,6,611,civic-center,1,0,1,999999.999999,999999.999999
317,DP2025687155,DP2025687155229900,2299,0,burglary-other,burglary,"12/23/2025 4:00:00 AM","12/23/2025 8:00:00 AM","12/24/2025 8:13:00 PM","6150 LEETSDALE DR",0,0,-104.916732,39.704404,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
