incident_id,offense_id,objectid,offense_code,offense_code_extension,offense_type_id,offense_category_id,first_occurrence_dt,last_occurrence_dt,reported_dt,incident_date,reported_date,incident_address,geo_lon,geo_lat,geo_x,geo_y,district_id,precinct_id,neighborhood_id,is_crime,is_traffic,victim_count,x,y
DP2021103606,DP2021103606240400,102174,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-18 09:05:00",NULL,"2021-02-20 21:59:00",2021-02-18,2021-02-20,"1001 N PERRY ST",-105.039654,39.733478,0,0,1,122,villa-park,1,0,1,999999.999999,999999.999999
DP2021103636,DP2021103636220300,47572,2203,0,burglary-business-by-force,burglary,"2021-02-20 11:17:00","2021-02-20 04:31:00","2021-02-20 21:43:00",2021-02-20,2021-02-20,"410 N ACOMA ST",-104.988878,39.722930,0,0,3,311,baker,1,0,1,999999.999999,999999.999999
DP2021103646,DP2021103646299901,147180,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-20 07:00:00","2021-02-20 04:30:00","2021-02-20 21:51:00",2021-02-20,2021-02-20,"601 S HAZEL CT",-105.027695,39.705632,0,0,4,412,westwood,1,0,1,999999.999999,999999.999999
DP2021103653,DP2021103653131300,15645,1313,0,assault-simple,other-crimes-against-persons,"2021-02-20 17:40:00",NULL,"2021-02-20 23:08:00",2021-02-20,2021-02-20,"10500 E SMITH RD",-104.865172,39.767976,0,0,5,512,central-park,1,0,2,999999.999999,999999.999999
DP2021103658,DP2021103658131300,15588,1313,0,assault-simple,other-crimes-against-persons,"2021-02-20 21:58:00",NULL,"2021-02-20 22:31:00",2021-02-20,2021-02-20,"1628 16TH ST",-105.000957,39.751656,0,0,6,612,union-station,1,0,1,999999.999999,999999.999999
DP2021103658,DP2021103658299900,143943,2999,0,criminal-mischief-other,public-disorder,"2021-02-20 21:58:00",NULL,"2021-02-20 22:31:00",2021-02-20,2021-02-20,"1628 16TH ST",-105.000957,39.751656,0,0,6,612,union-station,1,0,1,999999.999999,999999.999999
DP2021103674,DP2021103674230400,51032,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"2021-02-20 03:00:00","2021-02-20 12:00:00","2021-02-20 22:07:00",2021-02-20,2021-02-20,"2747 N WYANDOT ST",-105.014632,39.756693,0,0,1,113,highland,1,0,1,999999.999999,999999.999999
DP2021103678,DP2021103678230300,49030,2303,0,theft-shoplift,larceny,"2021-02-20 22:00:00",NULL,"2021-02-20 23:04:00",2021-02-20,2021-02-20,"3870 N QUEBEC ST",-104.901163,39.770352,0,0,5,512,central-park,1,0,1,999999.999999,999999.999999
DP2021103699,DP2021103699299901,158346,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-20 22:21:00",NULL,"2021-02-20 22:21:00",2021-02-20,2021-02-20,"1416 PLATTE ST",-105.009555,39.755379,0,0,1,113,highland,1,0,1,999999.999999,999999.999999
DP2021103712,DP2021103712230500,67620,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-20 22:00:00","2021-02-20 15:30:00","2021-02-20 22:30:00",2021-02-20,2021-02-20,"7970 E NORTHFIELD BLVD",-104.894921,39.781002,0,0,5,511,central-park,1,0,1,999999.999999,999999.999999
DP2021103725,DP2021103725570700,11831,5707,0,criminal-trespassing,all-other-crimes,"2021-02-20 22:37:00",NULL,"2021-02-21 03:17:00",2021-02-20,2021-02-21,"1750 WEWATTA ST",-105.000605,39.754545,0,0,6,612,union-station,1,0,1,999999.999999,999999.999999
DP2021103731,DP2021103731131402,19182,1314,2,weapon-fire-into-occ-bldg,aggravated-assault,"2021-02-20 22:41:00",NULL,"2021-02-20 22:41:00",2021-02-20,2021-02-20,"4700 BLK W QUINCY AVE",-105.048638,39.639733,0,0,4,423,fort-logan,1,0,1,999999.999999,999999.999999
DP2021103731,DP2021103731501600,4511,5016,0,violation-of-restraining-order,all-other-crimes,"2021-02-20 22:41:00",NULL,"2021-02-20 22:41:00",2021-02-20,2021-02-20,"4700 BLK W QUINCY AVE",-105.048638,39.639733,0,0,4,423,fort-logan,1,0,1,999999.999999,999999.999999
DP2021103735,DP2021103735230400,46402,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"2021-02-14 19:00:00","2021-02-20 15:00:00","2021-02-21 00:31:00",2021-02-14,2021-02-21,"8060 E GIRARD AVE",-104.895906,39.653905,0,0,3,323,hampden,1,0,1,999999.999999,999999.999999
DP2021103743,DP2021103743299900,146065,2999,0,criminal-mischief-other,public-disorder,"2021-02-20 22:51:00",NULL,"2021-02-20 22:51:00",2021-02-20,2021-02-20,"1000 BLK N WASHINGTON ST",-104.979006,39.733480,0,0,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
DP2021103752,DP2021103752299901,153063,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-20 22:54:00",NULL,"2021-02-20 23:38:00",2021-02-20,2021-02-20,"N WASHINGTON ST / E 12TH AVE",-104.978702,39.735151,0,0,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
DP2021103796,DP2021103796240400,106888,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-20 12:00:00","2021-02-20 08:00:00","2021-02-21 00:00:00",2021-02-20,2021-02-21,"10700 E DARTMOUTH AVE",-104.861964,39.658404,0,0,3,323,kennedy,1,0,1,999999.999999,999999.999999
DP2021103817,DP2021103817131500,24524,1315,0,aggravated-assault,aggravated-assault,"2021-02-20 21:07:00",NULL,"2021-02-21 00:45:00",2021-02-20,2021-02-21,"2844 N DOWNING ST",-104.972747,39.757633,0,0,2,211,whittier,1,0,1,999999.999999,999999.999999
DP2021103822,DP2021103822239905,84055,2399,5,theft-stln-vehicle-trailer,auto-theft,"2021-02-20 02:00:00","2021-02-20 16:30:00","2021-02-21 00:18:00",2021-02-20,2021-02-21,"00 BLK S VRAIN ST",-105.046044,39.715203,0,0,4,411,barnum-west,1,0,1,999999.999999,999999.999999
DP2021103880,DP2021103880240400,103900,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 00:09:00",NULL,"2021-02-21 01:35:00",2021-02-21,2021-02-21,"861 N WINONA CT",-105.047726,39.730558,0,0,1,122,villa-park,1,0,1,999999.999999,999999.999999
DP2021103889,DP2021103889240400,92626,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 00:13:00",NULL,"2021-02-21 03:14:00",2021-02-21,2021-02-21,"100 BLOCK N FEDERAL BLVD",-105.025015,39.718903,0,0,4,411,valverde,1,0,1,999999.999999,999999.999999
DP2021103896,DP2021103896570700,20638,5707,0,criminal-trespassing,all-other-crimes,"2021-02-21 00:16:00",NULL,"2021-02-21 01:12:00",2021-02-21,2021-02-21,"1550 COURT PL",-104.989093,39.741719,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021103908,DP2021103908299900,148237,2999,0,criminal-mischief-other,public-disorder,"2021-02-21 00:28:00",NULL,"2021-02-21 00:53:00",2021-02-21,2021-02-21,"300 BLK PARK AVEW",-104.980182,39.749312,0,0,6,621,five-points,1,0,1,999999.999999,999999.999999
DP2021103916,DP2021103916489900,5173,4899,0,police-interference,all-other-crimes,"2021-02-20 23:38:00",NULL,"2021-02-20 23:38:00",2021-02-20,2021-02-20,"1250 5TH ST",-105.010243,39.741384,0,0,1,123,auraria,1,0,1,999999.999999,999999.999999
DP2021103926,DP2021103926220400,36219,2204,0,burglary-residence-no-force,burglary,"2021-02-20 01:00:00","2021-02-20 14:30:00","2021-02-21 03:24:00",2021-02-20,2021-02-21,"00 BLK N ALBION ST",-104.939857,39.717150,0,0,3,321,hilltop,1,0,1,999999.999999,999999.999999
DP2021103936,DP2021103936299901,146488,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-21 00:02:00","2021-02-20 17:10:00","2021-02-21 05:26:00",2021-02-21,2021-02-21,"W 41ST AVE / N QUITMAN ST",-105.040476,39.772475,0,0,1,111,berkeley,1,0,1,999999.999999,999999.999999
DP2021103948,DP2021103948570700,21071,5707,0,criminal-trespassing,all-other-crimes,"2021-02-21 00:55:00",NULL,"2021-02-21 00:55:00",2021-02-21,2021-02-21,"3200 BLK CURTIS ST",-104.974872,39.762251,0,0,2,211,five-points,1,0,1,999999.999999,999999.999999
DP2021103952,DP2021103952220400,48199,2204,0,burglary-residence-no-force,burglary,"2021-02-21 00:45:00","2021-02-20 17:59:00","2021-02-21 04:42:00",2021-02-21,2021-02-21,"4646 N GROVE ST",-105.026101,39.781189,0,0,1,111,berkeley,1,0,1,999999.999999,999999.999999
DP2021103983,DP2021103983240400,104544,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 01:30:00",NULL,"2021-02-21 01:44:00",2021-02-21,2021-02-21,"73 N LINCOLN ST",-104.986584,39.717789,0,0,3,311,speer,1,0,1,999999.999999,999999.999999
DP2021104,DP2021104521300,163255,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"2021-01-01 07:28:00",NULL,"2021-01-02 00:58:00",2021-01-01,2021-01-02,"5500 BLK N SCRANTON ST",-104.840264,39.796590,0,0,5,521,montbello,1,0,1,999999.999999,999999.999999
DP2021104006,DP2021104006240400,100108,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 22:30:00","2021-02-20 18:00:00","2021-02-21 01:27:00",2021-02-19,2021-02-21,"660 N DELAWARE ST",-104.992337,39.726340,0,0,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
DP202110403,DP202110403240400,101311,2404,0,theft-of-motor-vehicle,auto-theft,"2021-01-06 12:10:00","2021-01-06 05:14:00","2021-01-06 20:36:00",2021-01-06,2021-01-06,"3000 S WADSWORTH BLVD",-105.080831,39.663352,0,0,4,423,bear-valley,1,0,1,999999.999999,999999.999999
DP2021104041,DP2021104041240400,108057,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 17:35:00",NULL,"2021-02-21 18:08:00",2021-02-21,2021-02-21,"1330 E 4TH AVE",-104.970923,39.721785,0,0,3,311,country-club,1,0,1,999999.999999,999999.999999
DP2021104050,DP2021104050120800,15399,1208,0,robbery-residence,robbery,"2021-02-21 01:52:00","2021-02-20 20:16:00","2021-02-21 03:16:00",2021-02-21,2021-02-21,"5100 BLK N WASHINGTON ST",-104.977955,39.789602,0,0,1,112,globeville,1,0,1,999999.999999,999999.999999
DP2021104059,DP2021104059120200,13753,1202,0,robbery-business,robbery,"2021-02-21 01:53:00",NULL,"2021-02-21 01:56:00",2021-02-21,2021-02-21,"1505 S FEDERAL BLVD",-105.025760,39.689070,0,0,4,421,mar-lee,1,0,1,999999.999999,999999.999999
DP2021104083,DP2021104083230400,63163,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"2021-02-17 15:00:00","2021-02-20 19:14:00","2021-02-21 02:14:00",2021-02-17,2021-02-21,"2900 N SHERIDAN BLVD",-105.053108,39.758605,0,0,1,113,west-highland,1,0,1,999999.999999,999999.999999
DP2021104092,DP2021104092121200,30846,1212,0,robbery-car-jacking,robbery,"2021-02-21 02:20:00",NULL,"2021-02-21 02:20:00",2021-02-21,2021-02-21,"211 W 1ST AVE",-104.991131,39.718681,0,0,3,311,baker,1,0,1,999999.999999,999999.999999
DP2021104126,DP2021104126131502,25879,1315,2,menacing-felony-w-weap,aggravated-assault,"2021-02-21 03:00:00",NULL,"2021-02-21 17:07:00",2021-02-21,2021-02-21,"N RACE ST / E BRUCE RANDOLPH AVE",-104.963440,39.764495,0,0,2,211,cole,1,0,1,999999.999999,999999.999999
DP2021104136,DP2021104136239900,60780,2399,0,theft-other,larceny,"2021-02-20 22:00:00","2021-02-20 18:30:00","2021-02-21 06:10:00",2021-02-20,2021-02-21,"7805 E 35TH AVE",-104.898033,39.766224,0,0,5,512,central-park,1,0,1,999999.999999,999999.999999
DP2021104137,DP2021104137120800,15427,1208,0,robbery-residence,robbery,"2021-02-21 03:01:00",NULL,"2021-02-21 03:01:00",2021-02-21,2021-02-21,"2900 BLK S MADISON ST",-104.946047,39.663396,0,0,3,314,wellshire,1,0,1,999999.999999,999999.999999
DP2021104137,DP2021104137131506,119492,1315,6,agg-aslt-shoot,aggravated-assault,"2021-02-21 03:01:00",NULL,"2021-02-21 03:01:00",2021-02-21,2021-02-21,"2900 BLK S MADISON ST",-104.946047,39.663396,0,0,3,314,wellshire,1,0,2,999999.999999,999999.999999
DP2021104170,DP2021104170131300,17431,1313,0,assault-simple,other-crimes-against-persons,"2021-02-21 03:20:00",NULL,"2021-02-21 03:44:00",2021-02-21,2021-02-21,"1500 BLOCK N EMERSON ST",-104.976081,39.740833,0,0,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
DP2021104184,DP2021104184220400,27868,2204,0,burglary-residence-no-force,burglary,"2021-02-20 09:10:00","2021-02-20 02:15:00","2021-02-21 07:44:00",2021-02-20,2021-02-21,"5700 BLK E WARREN AVE",-104.919983,39.675747,0,0,3,323,goldsmith,1,0,1,999999.999999,999999.999999
DP2021104192,DP2021104192240400,104673,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 03:20:00","2021-02-20 20:40:00","2021-02-21 05:23:00",2021-02-21,2021-02-21,"938 N JERSEY ST",-104.919118,39.731284,0,0,2,222,montclair,1,0,1,999999.999999,999999.999999
DP2021104275,DP2021104275521300,9045,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"2021-02-21 04:50:00",NULL,"2021-02-21 04:50:00",2021-02-21,2021-02-21,"1430 BLAKE ST",-105.000809,39.748946,0,0,6,612,union-station,1,0,1,999999.999999,999999.999999
DP2021104301,DP2021104301230300,44746,2303,0,theft-shoplift,larceny,"2021-02-21 05:00:00",NULL,"2021-02-21 05:26:00",2021-02-21,2021-02-21,"607 E ALAMEDA AVE",-104.980191,39.711262,0,0,3,311,speer,1,0,1,999999.999999,999999.999999
DP2021104306,DP2021104306489900,5394,4899,0,police-interference,all-other-crimes,"2021-02-21 04:12:00",NULL,"2021-02-21 04:12:00",2021-02-21,2021-02-21,"555 CURTIS ST",-105.008228,39.740829,0,0,1,123,auraria,1,0,1,999999.999999,999999.999999
DP2021104336,DP2021104336240400,101725,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-20 05:30:00","2021-02-20 22:30:00","2021-02-21 06:28:00",2021-02-20,2021-02-21,"2050 S MONACO ST",-104.912510,39.679364,0,0,3,322,virginia-village,1,0,1,999999.999999,999999.999999
DP2021104359,DP2021104359091200,12960,912,0,homicide-other,murder,"2021-02-21 05:45:00",NULL,"2021-02-21 06:55:00",2021-02-21,2021-02-21,"W COLFAX AVE / I25 HWYSB",-105.014148,39.740329,0,0,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
DP2021104359,DP2021104359131401,18719,1314,1,weapon-fire-into-occ-veh,aggravated-assault,"2021-02-21 05:45:00",NULL,"2021-02-21 06:55:00",2021-02-21,2021-02-21,"W COLFAX AVE / I25 HWYSB",-105.014148,39.740329,0,0,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
DP2021104426,DP2021104426240400,101545,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 06:09:00",NULL,"2021-02-21 07:15:00",2021-02-21,2021-02-21,"3593 N QUEBEC ST",-104.903542,39.767185,0,0,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
DP202110446,DP202110446240400,92146,2404,0,theft-of-motor-vehicle,auto-theft,"2021-01-06 02:30:00","2021-01-06 12:00:00","2021-01-06 20:34:00",2021-01-06,2021-01-06,"9888 E VASSAR DR",-104.871711,39.669473,0,0,3,323,hampden,1,0,1,999999.999999,999999.999999
DP2021104466,DP2021104466299900,143865,2999,0,criminal-mischief-other,public-disorder,"2021-02-21 06:45:00",NULL,"2021-02-21 11:14:00",2021-02-21,2021-02-21,"600 BLK S LINCOLN ST",-104.986622,39.705213,0,0,3,312,washington-park-west,1,0,1,999999.999999,999999.999999
DP2021104507,DP2021104507220300,39065,2203,0,burglary-business-by-force,burglary,"2021-02-21 09:05:00","2021-02-21 02:09:00","2021-02-21 10:49:00",2021-02-21,2021-02-21,"3150 W JEWELL AVE",-105.025873,39.680315,0,0,4,421,harvey-park,1,0,1,999999.999999,999999.999999
DP2021104539,DP2021104539230200,48902,2302,0,theft-purse-snatch-no-force,larceny,"2021-02-21 07:40:00",NULL,"2021-02-21 07:48:00",2021-02-21,2021-02-21,"3490 PARK AVEW",-104.994095,39.766080,0,0,1,112,globeville,1,0,1,999999.999999,999999.999999
DP2021104550,DP2021104550521300,163238,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"2021-02-21 07:53:00",NULL,"2021-02-21 09:54:00",2021-02-21,2021-02-21,"1129 N XENIA ST",-104.886070,39.734048,0,0,2,223,east-colfax,1,0,1,999999.999999,999999.999999
DP2021104553,DP2021104553531200,166418,5312,0,disturbing-the-peace,public-disorder,"2021-02-21 07:30:00","2021-02-21 00:50:00","2021-02-21 07:55:00",2021-02-21,2021-02-21,"200 BLK N RAMPART WAY",-104.899190,39.722055,0,0,3,321,lowry-field,1,0,1,999999.999999,999999.999999
DP2021104563,DP2021104563240400,92284,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 02:30:00","2021-02-21 00:30:00","2021-02-21 08:05:00",2021-02-21,2021-02-21,"1802 S DECATUR ST",-105.022370,39.683944,0,0,4,422,ruby-hill,1,0,1,999999.999999,999999.999999
DP2021104606,DP2021104606240400,79425,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 07:00:00",NULL,"2021-02-21 08:59:00",2021-02-21,2021-02-21,"1599 N WILLIAMS ST",-104.966334,39.741382,0,0,6,622,city-park-west,1,0,1,999999.999999,999999.999999
DP2021104607,DP2021104607521300,165958,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"2021-02-21 08:50:00",NULL,"2021-02-23 19:27:00",2021-02-21,2021-02-23,"2789 W COLLEGE AVE",-105.022280,39.668946,0,0,4,422,college-view-south-platte,1,0,1,999999.999999,999999.999999
DP2021104649,DP2021104649131300,23113,1313,0,assault-simple,other-crimes-against-persons,"2021-02-21 05:30:00","2021-02-21 01:15:00","2021-02-21 11:51:00",2021-02-21,2021-02-21,"3325 W ALAMEDA AVE",-105.030851,39.711563,0,0,4,411,barnum,1,0,1,999999.999999,999999.999999
DP2021104649,DP2021104649239900,73575,2399,0,theft-other,larceny,"2021-02-21 05:30:00","2021-02-21 01:15:00","2021-02-21 11:51:00",2021-02-21,2021-02-21,"3325 W ALAMEDA AVE",-105.030851,39.711563,0,0,4,411,barnum,1,0,1,999999.999999,999999.999999
DP2021104666,DP2021104666570700,10739,5707,0,criminal-trespassing,all-other-crimes,"2021-02-21 10:02:00",NULL,"2021-02-21 11:21:00",2021-02-21,2021-02-21,"100 BLK W 9TH AVE",-104.989809,39.729407,0,0,6,611,civic-center,1,0,1,999999.999999,999999.999999
DP2021104692,DP2021104692570700,21976,5707,0,criminal-trespassing,all-other-crimes,"2021-02-21 10:00:00",NULL,"2021-02-21 13:01:00",2021-02-21,2021-02-21,"4100 E MEXICO AVE",-104.940137,39.685190,0,0,3,322,virginia-village,1,0,1,999999.999999,999999.999999
DP2021104712,DP2021104712521300,164836,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"2021-02-21 11:08:00",NULL,"2021-02-21 12:00:00",2021-02-21,2021-02-21,"2841 N LAFAYETTE ST",-104.971245,39.757804,0,0,2,211,whittier,1,0,1,999999.999999,999999.999999
DP2021104714,DP2021104714240400,95040,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 10:00:00","2021-02-21 04:00:00","2021-02-21 11:11:00",2021-02-21,2021-02-21,"11100 E DARTMOUTH AVE",-104.858424,39.659892,0,0,3,323,kennedy,1,0,1,999999.999999,999999.999999
DP2021104718,DP2021104718239900,74195,2399,0,theft-other,larceny,"2021-02-21 11:19:00",NULL,"2021-02-21 13:24:00",2021-02-21,2021-02-21,"4400 BLK N PEARL ST",-104.979920,39.777041,0,0,1,112,globeville,1,0,1,999999.999999,999999.999999
DP2021104722,DP2021104722131402,19883,1314,2,weapon-fire-into-occ-bldg,aggravated-assault,"2021-02-21 10:30:00","2021-02-21 04:00:00","2021-02-21 11:23:00",2021-02-21,2021-02-21,"3900 BLK W ARIZONA AVE",-105.038814,39.695211,0,0,4,421,mar-lee,1,0,4,999999.999999,999999.999999
DP2021104774,DP2021104774240400,90959,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 06:00:00","2021-02-21 00:01:00","2021-02-21 12:55:00",2021-02-21,2021-02-21,"3400 BLK N BIRCH ST",-104.935264,39.765340,0,0,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
DP2021104799,DP2021104799220300,34382,2203,0,burglary-business-by-force,burglary,"2021-02-21 13:18:00","2021-02-21 06:22:00","2021-02-21 14:02:00",2021-02-21,2021-02-21,"3702 W QUINCY AVE",-105.035666,39.638194,0,0,4,423,fort-logan,1,0,1,999999.999999,999999.999999
DP2021104818,DP2021104818240400,107544,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 04:30:00","2021-02-21 07:00:00","2021-02-21 15:01:00",2021-02-21,2021-02-21,"15754 E WARNER DR",-104.804527,39.782883,0,0,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021104821,DP2021104821220500,48677,2205,0,burglary-business-no-force,burglary,"2021-02-21 07:40:00","2021-02-21 00:50:00","2021-02-21 13:50:00",2021-02-21,2021-02-21,"4906 N TOWER RD",-104.771589,39.786242,0,0,5,523,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021104827,DP2021104827120200,13708,1202,0,robbery-business,robbery,"2021-02-21 13:51:00",NULL,"2021-02-21 14:58:00",2021-02-21,2021-02-21,"551 E COLFAX AVE",-104.980400,39.740144,0,0,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
DP2021104832,DP2021104832220300,35174,2203,0,burglary-business-by-force,burglary,"2021-02-21 03:45:00","2021-02-21 07:00:00","2021-02-21 14:03:00",2021-02-21,2021-02-21,"3029 W EVANS AVE",-105.026754,39.679182,0,0,4,421,harvey-park,1,0,1,999999.999999,999999.999999
DP2021104847,DP2021104847240400,91037,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 11:18:00",NULL,"2021-02-21 17:43:00",2021-02-21,2021-02-21,"550 15TH ST",-104.992446,39.743255,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021104856,DP2021104856240400,90787,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 01:00:00","2021-02-21 07:29:00","2021-02-21 14:29:00",2021-02-21,2021-02-21,"6290 N TOWER RD",-104.771137,39.810532,0,0,5,522,dia,1,0,1,999999.999999,999999.999999
DP2021104880,DP2021104880240400,95593,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 07:01:00","2021-02-21 08:00:00","2021-02-21 15:00:00",2021-02-21,2021-02-21,"600 BLK W WARREN AVE",-104.995662,39.676797,0,0,3,313,overland,1,0,1,999999.999999,999999.999999
DP2021104892,DP2021104892240400,79115,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 15:15:00",NULL,"2021-02-21 15:45:00",2021-02-21,2021-02-21,"1155 N CHEROKEE ST",-104.991807,39.734799,0,0,6,611,civic-center,1,0,1,999999.999999,999999.999999
DP2021104897,DP2021104897240400,95195,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 15:18:00",NULL,"2021-02-21 15:36:00",2021-02-21,2021-02-21,"3253 S PARKER RD",-104.850033,39.658813,0,0,3,323,kennedy,1,0,1,999999.999999,999999.999999
DP2021104898,DP2021104898220300,34648,2203,0,burglary-business-by-force,burglary,"2021-02-21 12:15:00","2021-02-21 05:45:00","2021-02-21 15:19:00",2021-02-21,2021-02-21,"1200 BLK S ONEIDA ST",-104.907323,39.694885,0,0,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
DP2021104903,DP2021104903230400,52167,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"2021-02-08 02:00:00","2021-02-21 08:30:00","2021-02-21 17:21:00",2021-02-08,2021-02-21,"6890 N TOWER RD",-104.771174,39.821367,0,0,5,522,dia,1,0,1,999999.999999,999999.999999
DP2021104919,DP2021104919240400,118096,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 01:00:00","2021-02-21 07:00:00","2021-02-21 16:21:00",2021-02-21,2021-02-21,"4255 N KITTREDGE ST",-104.802180,39.773771,0,0,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021104921,DP2021104921719901,12151,7199,1,property-crimes-other,all-other-crimes,"2021-02-21 15:35:00",NULL,"2021-02-21 15:38:00",2021-02-21,2021-02-21,"10700 E DARTMOUTH AVE",-104.861964,39.658404,0,0,3,323,kennedy,1,0,1,999999.999999,999999.999999
DP2021104930,DP2021104930240400,99618,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 08:14:00",NULL,"2021-02-21 18:55:00",2021-02-21,2021-02-21,"550 15TH ST",-104.992446,39.743255,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021104953,DP2021104953240400,89147,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 15:20:00",NULL,"2021-02-21 17:01:00",2021-02-21,2021-02-21,"1366 N GARFIELD ST",-104.943667,39.737870,0,0,2,213,congress-park,1,0,1,999999.999999,999999.999999
DP2021104961,DP2021104961360500,161889,3605,0,indecent-exposure,other-crimes-against-persons,"2021-02-20 17:30:00",NULL,"2021-02-21 16:20:00",2021-02-20,2021-02-21,"1050 S MONACO ST",-104.911666,39.697370,0,0,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
DP2021104964,DP2021104964131502,33058,1315,2,menacing-felony-w-weap,aggravated-assault,"2021-02-21 16:15:00","2021-02-21 09:25:00","2021-02-21 17:04:00",2021-02-21,2021-02-21,"11100 E DARTMOUTH AVE",-104.858424,39.659892,0,0,3,323,kennedy,1,0,1,999999.999999,999999.999999
DP2021105001,DP2021105001131100,30987,1311,0,agg-aslt-police-weapon,all-other-crimes,"2021-02-21 16:50:00",NULL,"2021-02-21 16:50:00",2021-02-21,2021-02-21,"801 16TH ST",-104.993056,39.746038,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021105013,DP2021105013240400,106130,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 05:00:00","2021-02-21 10:00:00","2021-02-21 17:46:00",2021-02-21,2021-02-21,"4218 N IRVING ST",-105.029752,39.775304,0,0,1,111,berkeley,1,0,1,999999.999999,999999.999999
DP2021105016,DP2021105016230300,45083,2303,0,theft-shoplift,larceny,"2021-02-13 14:40:00",NULL,"2021-02-21 17:09:00",2021-02-13,2021-02-21,"7930 E NORTHFIELD BLVD",-104.895026,39.783613,0,0,5,511,central-park,1,0,1,999999.999999,999999.999999
DP2021105021,DP2021105021570700,12819,5707,0,criminal-trespassing,all-other-crimes,"2021-02-21 17:15:00",NULL,"2021-02-21 17:47:00",2021-02-21,2021-02-21,"3200 BLK CURTIS ST",-104.974872,39.762251,0,0,2,211,five-points,1,0,1,999999.999999,999999.999999
DP2021105032,DP2021105032240400,94752,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-21 00:30:00","2021-02-21 11:49:00","2021-02-21 18:49:00",2021-02-21,2021-02-21,"4225 E MEXICO AVE",-104.937820,39.686066,0,0,3,322,virginia-village,1,0,1,999999.999999,999999.999999
DP2021105034,DP2021105034230400,63537,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"2021-02-20 22:00:00","2021-02-20 15:15:00","2021-02-21 17:26:00",2021-02-20,2021-02-21,"6383 E GIRARD PL",-104.915805,39.654851,0,0,3,323,hampden,1,0,1,999999.999999,999999.999999
